County,Days_on_Market,Days_On_Market_Growth_YoY,Avg_Home_Value,Home_Value_Growth_YoY,Inventory_Surplus_Deficit,Population,Sale_Inventory_Growth_YoY,Sale_Inventory_Growth_MoM,Home_Sales_Growth_YoY,Price_Cut_Percentage,Population_Growth,Cap_Rate,Home_Price_Forecast,Vacancy_Rate,Median_Age,Housing_Unit_Growth_Rate
"Bolivar, MS",96.0,64.1,132498.0,1.5,30.7,30163.0,3.8,,16.6,17.9,,,39.0,12.9,36.6,
"Bollinger, MO",48.0,,198426.0,4.6,7.9,10591.0,83.3,15.7,33.3,27.5,,4.6,53.0,22.9,44.3,
"Bon Homme, SD",30.0,,181346.0,,3.2,7024.0,,41.1,250.0,23.5,0.7,,46.0,14.0,41.8,
"Bond, IL",56.0,,152487.0,1.8,,16627.0,7.1,0.0,12.5,19.0,,5.8,56.0,9.2,40.4,
"Bonner, ID",,,,,,,16.4,28.3,39.0,20.1,15.7,2.9,42.0,26.3,48.2,6.2
"Bonneville, ID",36.0,8.2,403362.0,2.5,76.1,131366.0,43.6,21.1,8.6,29.3,12.4,3.4,32.0,6.6,34.0,10.7
"Boone, AR",66.0,1.1,222776.0,4.7,39.4,37896.0,36.0,0.2,10.2,23.0,1.6,,42.0,12.4,41.3,2.4
"Boone, IA",43.0,2.3,221887.0,5.5,3.8,26669.0,26.7,19.3,,26.8,1.0,3.5,50.0,8.9,42.2,0.7
"Boone, IL",36.0,18.3,268653.0,8.0,,53316.0,19.5,6.5,42.1,15.5,,3.9,61.0,5.3,39.5,0.8
"Boone, IN",37.0,21.3,410427.0,2.6,17.1,76120.0,55.9,30.7,,25.8,13.6,4.4,49.0,2.7,39.2,10.6
"Boone, KY",36.0,39.8,335179.0,4.1,5.3,140496.0,36.4,9.0,,24.0,6.8,6.6,49.0,4.1,36.9,7.8
"Boone, MO",39.0,20.0,322855.0,5.1,,189463.0,22.6,7.1,,22.3,5.2,4.4,49.0,6.9,33.0,4.5
"Boone, NE",73.0,25.8,280768.0,7.5,123.2,5366.0,200.0,26.3,0.0,13.7,0.9,,35.0,13.4,43.2,
"Boone, WV",48.0,,84849.0,,,21312.0,,5.0,,0.0,,13.8,61.0,22.3,45.0,
"Bosque, TX",48.0,,233804.0,2.0,45.3,18546.0,9.1,,41.6,26.4,2.3,5.8,37.0,20.0,46.3,
"Bossier, LA",54.0,28.5,239539.0,1.1,16.4,129795.0,49.7,3.3,,23.4,2.0,7.2,46.0,5.5,38.8,
"Botetourt, VA",38.0,,299014.0,2.8,2.4,33875.0,84.7,19.7,42.8,28.1,1.9,4.6,53.0,12.6,48.1,1.3
"Bottineau, ND",,,,,,,13.8,19.3,,17.7,,,56.0,32.1,43.8,
"Boulder, CO",37.0,15.6,754808.0,,73.7,326831.0,42.6,18.4,3.3,30.1,0.2,3.3,29.0,6.1,38.2,6.4
"Boundary, ID",,,,,,,,36.8,,19.0,9.9,,51.0,12.6,42.8,2.1
"Bourbon, KS",42.0,,127708.0,5.0,,14384.0,,1.7,,13.1,,,57.0,14.7,38.8,
"Bourbon, KY",45.0,,243354.0,4.6,,20174.0,34.4,3.8,,15.3,0.1,4.2,54.0,11.1,42.0,1.0
"Bowie, TX",71.0,7.5,188816.0,,48.1,91687.0,38.0,1.9,,21.9,,6.8,37.0,10.1,39.4,0.3
"Bowman, ND",,,,,,,,69.2,,22.2,,,58.0,24.4,42.7,
"Box Butte, NE",46.0,30.5,168762.0,4.2,30.6,10754.0,92.0,29.7,,20.5,,,48.0,13.1,40.7,
"Box Elder, UT",47.0,6.8,452284.0,2.4,118.9,59725.0,73.1,7.2,,26.1,12.6,,30.0,5.5,32.9,9.0
"Boyd, KY",54.0,13.8,131584.0,7.4,,48043.0,7.8,3.1,38.7,20.7,,8.7,59.0,12.4,42.4,0.2
"Boyd, NE",17.0,,130808.0,,,1704.0,,,,0.0,,,53.0,34.6,54.9,
"Boyle, KY",58.0,41.9,230503.0,7.1,23.3,30708.0,52.0,6.2,,28.5,2.6,6.0,47.0,8.9,39.5,4.1
"Bracken, KY",59.0,252.2,172303.0,6.2,100.0,8427.0,109.0,12.2,,13.3,1.4,6.8,37.0,15.1,42.0,
"Bradford, FL",73.0,,233479.0,1.1,38.7,27888.0,4.8,,76.9,22.9,3.3,,38.0,15.9,40.5,
"Bradford, PA",39.0,,199167.0,4.4,,59971.0,,10.4,73.6,15.6,,5.4,63.0,16.7,43.7,
"Bradley, AR",96.0,,105860.0,,44.0,10354.0,125.0,,100.0,12.1,,,36.0,29.1,38.5,
"Bradley, TN",54.0,18.6,314760.0,2.6,30.0,111579.0,3.8,4.3,,30.7,4.5,5.2,42.0,8.2,38.0,5.3
"Branch, MI",45.0,,198800.0,,19.7,44914.0,30.5,10.0,,27.9,3.0,,45.0,18.9,40.8,0.2
"Brantley, GA",53.0,10.9,136460.0,,96.6,18171.0,69.2,8.6,,17.3,,8.6,29.0,17.1,40.9,1.4
"Braxton, WV",131.0,38.9,140936.0,7.3,,12345.0,12.8,2.3,0.0,15.3,,,48.0,24.6,46.7,
"Brazoria, TX",45.0,0.0,327258.0,1.1,45.3,398938.0,22.4,8.7,,23.0,7.7,4.9,40.0,10.3,36.8,10.8
"Brazos, TX",57.0,18.7,313857.0,0.4,27.7,244703.0,19.0,1.1,7.4,21.1,7.9,4.8,40.0,10.3,27.3,10.9
"Breathitt, KY",83.0,,110732.0,13.3,,13438.0,,,100.0,28.5,2.4,,50.0,15.6,43.0,3.8
"Breckinridge, KY",52.0,,163252.0,6.4,8.7,20722.0,11.1,13.0,,23.2,3.1,,50.0,28.9,42.2,
"Bremer, IA",45.0,54.7,248719.0,4.9,,25118.0,50.7,5.3,,22.7,1.3,3.7,55.0,8.0,38.6,2.2
"Brevard, FL",65.0,26.2,350317.0,,70.0,643979.0,24.4,,,33.0,7.8,6.5,29.0,14.9,46.6,8.4
"Brewster, TX",85.0,,213747.0,2.7,53.2,9464.0,2.2,18.1,20.0,17.2,2.6,,39.0,17.2,42.2,8.2
"Briscoe, TX",111.0,62.5,150277.0,,6.6,1223.0,0.0,0.0,0.0,0.0,,,42.0,38.4,50.8,
"Bristol, MA",,,,,,,45.5,35.3,6.1,29.9,3.1,3.9,55.0,4.7,40.8,3.9
"Bristol, RI",,,,,,,34.8,8.1,42.3,11.9,3.4,3.0,60.0,9.9,44.1,2.6
"Bristol, VA",53.0,23.9,182443.0,1.7,28.9,17024.0,55.2,0.0,,31.8,1.0,8.3,46.0,15.3,42.6,
"Broadwater, MT",,,,,,,43.1,34.0,80.0,21.0,25.2,2.6,41.0,8.7,46.2,15.4
"Bronx, NY",,,,,,,12.1,4.7,,11.7,,5.6,48.0,4.7,36.7,6.0
"Brooke, WV",64.0,38.0,121481.0,5.5,,22053.0,,,250.0,20.3,,5.9,52.0,11.8,46.6,
"Brookings, SD",,,,,,,90.4,17.6,300.0,2.4,2.1,3.5,41.0,10.2,28.0,4.7
"Brooks, GA",51.0,,166552.0,1.5,2.2,16285.0,35.2,,,12.9,4.2,6.7,52.0,18.3,43.0,
"Brooks, TX",,,,,,,,27.2,,50.0,,,54.0,25.2,38.1,24.9
"Broome, NY",,,,,,,,0.0,,11.4,2.3,6.2,63.0,14.3,38.5,2.4
"Broomfield, CO",35.0,29.6,654633.0,,82.1,76860.0,59.3,28.4,,38.6,10.9,3.5,27.0,2.5,37.9,19.0
"Broward, FL",,,,,,,40.2,0.0,,24.3,0.5,7.0,32.0,12.5,41.5,4.9
"Brown, IL",56.0,,154807.0,0.5,,6320.0,40.0,2.4,100.0,12.5,,,50.0,12.9,40.9,
"Brown, IN",66.0,2.7,353212.0,4.5,12.3,15543.0,31.0,15.1,,32.3,3.3,4.0,47.0,21.6,50.9,
"Brown, KS",41.0,,142426.0,9.5,14.7,9415.0,94.1,22.2,166.6,17.7,,,51.0,17.1,42.0,
"Brown, MN",,,,,,,20.7,68.4,,13.5,2.4,,62.0,7.2,42.4,0.7
"Brown, NE",53.0,,145748.0,11.6,,2739.0,0.0,,0.0,33.3,,,46.0,26.5,45.9,
"Brown, OH",33.0,6.5,254113.0,4.5,18.5,43710.0,36.6,12.4,,21.0,0.0,4.9,48.0,11.8,42.1,
"Brown, SD",,,,,,,23.0,29.7,7.1,29.1,,,49.0,9.1,37.8,0.4
"Brown, TX",60.0,,183733.0,2.3,30.2,38294.0,0.5,11.6,15.1,20.5,1.2,6.9,46.0,21.5,41.4,1.7
"Brown, WI",,,,,,,8.6,6.0,,12.1,3.0,2.7,54.0,3.4,38.5,5.1
"Brule, SD",54.0,,220195.0,4.9,,5261.0,,,100.0,0.0,0.0,,53.0,18.5,41.4,
"Brunswick, NC",57.0,0.0,411767.0,0.1,48.8,159964.0,32.7,6.7,,27.1,16.9,4.5,40.0,29.1,57.6,11.5
"Brunswick, VA",52.0,,128291.0,,11.7,15868.0,4.9,10.3,400.0,18.6,,,42.0,19.4,44.4,
"Bryan, GA",53.0,85.9,406049.0,3.2,34.0,46681.0,118.7,9.2,,37.4,30.0,5.4,42.0,8.6,34.7,25.0
"Bryan, OK",65.0,50.8,229452.0,1.3,91.2,47237.0,56.6,7.1,4.8,24.1,3.2,7.8,31.0,11.5,36.8,1.7
"Buchanan, IA",50.0,,210432.0,6.2,16.2,20645.0,61.2,,0.0,19.7,,,50.0,8.8,39.9,
"Buchanan, MO",44.0,41.9,180290.0,6.9,,82956.0,27.2,9.7,,27.2,,5.4,55.0,13.7,38.6,
"Buchanan, VA",46.0,,74137.0,,,19857.0,22.5,40.7,,14.2,,,49.0,28.9,47.3,
"Buckingham, VA",23.0,,254988.0,3.0,,16914.0,48.8,16.3,20.0,8.0,,,57.0,16.1,43.7,
"Bucks, PA",,,,,,,22.6,15.6,10.5,14.7,2.8,4.0,59.0,3.4,44.3,2.6
"Buena Vista, IA",44.0,2.3,183224.0,1.5,41.1,20684.0,,27.8,,23.5,2.0,,43.0,8.4,35.7,
"Buena Vista, VA",51.0,25.1,172381.0,3.7,,6612.0,24.1,9.0,,38.0,3.3,5.7,58.0,11.3,36.2,2.2
"Buffalo, NE",24.0,,294587.0,3.3,,50323.0,,2.5,,10.8,2.6,5.4,58.0,7.1,34.6,4.3
"Buffalo, WI",,,,,,,15.5,10.6,0.0,17.3,1.3,,53.0,13.0,46.4,
"Bullitt, KY",45.0,44.0,285991.0,5.4,33.4,84863.0,18.7,7.4,,17.1,4.6,4.3,44.0,5.1,42.2,6.6
"Bulloch, GA",53.0,66.9,277204.0,4.5,7.6,84327.0,32.7,9.5,2.8,18.8,9.0,6.0,50.0,10.4,30.4,10.2
"Bullock, AL",68.0,,120721.0,0.1,14.2,10157.0,4.3,9.0,0.0,30.7,,,48.0,24.1,40.4,0.6
"Buncombe, NC",46.0,16.4,473987.0,1.2,53.1,275901.0,93.8,23.2,,36.2,6.4,4.7,40.0,24.0,42.7,8.3
"Bureau, IL",44.0,30.3,137796.0,4.3,,33027.0,,,,23.2,,7.2,61.0,10.4,44.1,
"Burke, GA",85.0,21.5,151206.0,,22.5,24427.0,7.0,,0.0,17.0,8.3,7.5,42.0,18.7,38.4,11.9
"Burke, NC",57.0,29.5,244774.0,1.4,39.8,88338.0,20.4,,9.5,24.7,,6.6,41.0,8.2,45.2,
"Burke, ND",,,,,,,75.0,,100.0,0.0,,,51.0,33.6,41.1,4.9
"Burleigh, ND",,,,,,,4.6,12.2,1.1,13.0,4.9,3.6,54.0,4.2,38.7,2.8
"Burleson, TX",63.0,9.5,253209.0,,61.7,18327.0,7.4,10.7,,18.1,2.5,4.9,32.0,18.3,44.3,4.1
"Burlington, NJ",,,,,,,45.8,11.7,,17.3,5.3,4.5,60.0,3.8,41.8,3.8
"Burnet, TX",71.0,18.8,440615.0,,84.7,51064.0,8.7,9.1,,28.1,11.6,3.3,28.0,20.2,44.9,10.0
"Burnett, WI",,,,,,,77.3,35.0,19.0,17.5,9.7,,55.0,53.7,55.2,
"Burt, NE",38.0,,175792.0,9.0,50.4,6730.0,41.9,12.8,400.0,0.0,3.0,,37.0,14.1,44.8,
"Butler, AL",74.0,44.3,116475.0,2.9,4.6,18807.0,119.3,0.0,150.0,9.0,,,51.0,26.2,42.2,
"Butler, IA",48.0,,178152.0,4.2,6.8,14301.0,90.7,18.8,400.0,17.9,,,52.0,10.3,43.7,
"Butler, KS",44.0,,242616.0,5.0,31.1,68632.0,40.2,5.3,,19.4,2.7,4.4,46.0,6.2,39.0,1.6
"Butler, KY",37.0,,191928.0,7.7,46.0,12373.0,27.2,35.4,0.0,16.0,,5.9,42.0,16.3,41.1,
"Butler, MO",59.0,9.7,163383.0,2.6,,42166.0,,,,24.8,,,53.0,14.5,40.5,
"Butler, NE",66.0,74.8,227315.0,8.5,56.8,8413.0,135.2,,,34.7,4.2,,28.0,12.2,42.7,
"Butler, OH",31.0,18.4,304393.0,4.4,0.7,393043.0,21.8,16.8,,17.9,2.7,5.5,51.0,4.8,37.5,2.3
"Butler, PA",37.0,,332151.0,2.4,,198413.0,19.7,12.2,2.4,23.7,5.6,4.6,55.0,7.7,43.4,4.9
"Butte, CA",,,,,,,25.3,8.0,,26.3,,4.5,38.0,8.0,35.9,
"Butte, SD",,,,,,,110.2,18.8,0.0,26.6,3.5,,45.0,10.7,39.3,
"Butts, GA",51.0,26.2,283644.0,0.4,67.4,26074.0,44.3,3.0,,28.5,9.7,3.8,37.0,9.2,38.5,2.7
"Cabarrus, NC",43.0,26.4,387279.0,0.0,48.8,240016.0,60.0,2.8,,30.7,13.5,5.0,36.0,5.9,38.1,18.6
"Cabell, WV",39.0,,158468.0,9.7,,92082.0,19.5,9.7,,18.2,,7.7,62.0,13.6,39.5,
"Cache, UT",49.0,13.9,467392.0,0.7,100.4,142393.0,73.6,14.2,,31.8,12.0,3.6,28.0,3.4,26.6,13.5
"Caddo, LA",68.0,18.2,139151.0,1.5,6.8,226386.0,11.1,0.4,0.5,25.3,,11.1,47.0,12.3,40.4,
"Caddo, OK",74.0,,94580.0,2.4,14.4,26626.0,21.8,,11.1,22.6,,,41.0,21.3,37.8,
"Calaveras, CA",,,,,,,41.2,12.6,,24.1,1.6,4.9,40.0,35.1,52.0,
"Calcasieu, LA",79.0,0.0,195250.0,,34.4,203761.0,14.5,2.8,,21.3,0.3,6.2,39.0,17.9,38.0,4.9
"Caldwell, KY",68.0,121.3,150205.0,7.5,,12631.0,33.3,,20.0,25.8,,,54.0,14.7,42.3,
"Caldwell, LA",86.0,60.7,124988.0,5.3,22.1,9563.0,17.6,14.2,50.0,0.0,,,49.0,20.6,40.7,
"Caldwell, MO",67.0,49.7,236590.0,7.8,112.9,8890.0,68.1,8.8,133.3,15.6,,3.3,36.0,15.8,42.7,
"Caldwell, NC",43.0,8.1,230505.0,2.9,52.6,80574.0,80.9,18.4,,28.6,,6.8,43.0,8.7,45.8,
"Caldwell, TX",71.0,8.4,302534.0,,99.7,47184.0,26.7,6.0,,27.5,13.9,3.2,27.0,7.4,38.2,17.2
"Caledonia, VT",,,,,,,,,36.3,16.1,0.0,,56.0,19.9,45.6,
"Calhoun, AL",59.0,16.8,163003.0,2.4,0.7,116429.0,29.7,2.7,,24.3,1.8,7.3,50.0,13.5,40.5,
"Calhoun, AR",85.0,8.2,133784.0,,27.5,4717.0,,37.5,0.0,23.5,,,40.0,35.8,44.8,
"Calhoun, FL",68.0,,164330.0,,13.7,13593.0,,3.2,,19.5,,,42.0,18.3,41.8,
"Calhoun, GA",48.0,,83266.0,,41.1,5528.0,33.3,9.0,0.0,0.0,,,41.0,25.8,39.7,
"Calhoun, IA",43.0,,135317.0,1.6,24.0,9858.0,5.0,31.9,50.0,21.0,0.7,,53.0,18.9,42.7,
"Calhoun, IL",61.0,,192455.0,,0.7,4406.0,10.3,18.5,200.0,19.0,,2.5,50.0,46.8,48.5,
"Calhoun, MI",43.0,38.7,178179.0,3.7,,133366.0,1.0,,,25.5,,6.7,51.0,8.5,40.3,
"Calhoun, MS",84.0,52.7,119854.0,,60.9,13029.0,32.0,11.8,,20.5,,,38.0,15.5,43.1,
"Calhoun, SC",71.0,12.2,189004.0,,21.8,14150.0,87.5,15.3,,19.5,,8.2,49.0,13.2,47.4,
"Calhoun, TX",90.0,42.8,199808.0,,53.7,19921.0,21.2,0.0,,20.4,,,35.0,21.8,39.9,
"Calhoun, WV",101.0,,85570.0,,,6158.0,,,100.0,23.5,,,46.0,25.2,48.1,
"Callahan, TX",50.0,,209436.0,5.3,47.2,14017.0,21.4,2.0,,15.7,1.7,4.8,40.0,19.7,43.8,
"Callaway, MO",36.0,,253422.0,5.0,12.8,44541.0,50.8,8.8,,24.4,,3.8,52.0,12.8,39.3,
"Calloway, KY",43.0,7.5,159820.0,6.1,,37882.0,9.5,22.1,41.6,21.8,,8.0,58.0,16.3,35.4,
"Calumet, WI",36.0,,359967.0,5.6,,52626.0,,3.1,66.6,9.3,5.6,2.6,55.0,5.3,41.7,8.1
"Calvert, MD",28.0,,476299.0,2.9,,94728.0,72.0,6.4,,20.9,2.9,,57.0,7.3,39.9,2.5
"Camas, ID",65.0,5.7,370206.0,6.2,19.6,1155.0,52.3,33.3,100.0,23.5,30.3,9.0,48.0,51.1,34.9,
"Cambria, PA",52.0,0.9,117020.0,1.2,,130668.0,,,0.0,21.2,,7.5,58.0,11.2,45.7,
"Camden, GA",66.0,30.0,300734.0,2.1,83.0,56036.0,45.7,8.1,,20.7,6.3,5.4,33.0,9.3,34.6,6.2
"Camden, MO",58.0,11.5,329767.0,0.3,48.5,43416.0,49.6,7.6,1.5,29.6,,5.0,41.0,56.9,53.0,
"Camden, NC",59.0,27.5,388041.0,6.7,,10743.0,,4.1,73.3,19.2,2.8,4.1,52.0,6.5,40.9,
"Camden, NJ",,,,,,,36.4,13.7,,15.1,3.9,3.8,62.0,5.7,39.0,3.8
"Cameron, LA",114.0,73.2,211148.0,,39.2,5222.0,16.0,,,15.0,,5.6,33.0,40.9,43.0,
"Cameron, PA",81.0,20.9,76800.0,10.4,,4475.0,20.0,15.3,,0.0,,,62.0,43.3,52.5,
"Cameron, TX",,,,,,,25.2,0.2,,18.5,0.6,8.1,37.0,11.7,33.4,6.3
"Camp, TX",73.0,10.2,211403.0,,43.2,12652.0,11.9,5.3,40.0,27.4,,,37.0,19.2,38.7,0.7
"Campbell, KY",34.0,0.7,272671.0,2.6,13.1,93702.0,23.1,8.2,,24.8,0.5,7.6,49.0,4.7,40.4,4.7
"Campbell, SD",,,,,,,100.0,0.0,0.0,0.0,3.2,,43.0,23.5,52.4,
"Campbell, TN",60.0,,235171.0,5.0,44.3,39568.0,70.5,6.0,,32.4,,5.6,42.0,17.9,44.2,
"Campbell, VA",42.0,,261326.0,3.4,5.3,55398.0,27.1,5.0,1.6,19.2,0.4,5.3,48.0,12.9,43.2,
"Campbell, WY",38.0,,360822.0,10.7,,47018.0,0.0,1.7,,15.3,,3.6,63.0,10.3,35.8,
"Canadian, OK",45.0,21.6,270381.0,2.0,44.1,175829.0,19.5,,,27.8,21.7,6.5,40.0,7.2,35.9,28.1
"Candler, GA",34.0,,203030.0,8.5,77.7,10972.0,115.3,43.5,60.0,23.5,1.3,,50.0,10.1,41.0,
"Cannon, TN",46.0,132.9,310683.0,5.2,129.7,14661.0,89.8,10.8,0.0,29.4,4.9,3.2,31.0,10.9,40.8,4.1
"Canyon, ID",,,,,,,8.2,4.3,9.8,24.3,15.2,4.3,41.0,4.5,35.1,19.2
"Cape Girardeau, MO",59.0,43.9,239063.0,3.4,,82984.0,,2.9,,21.1,5.3,5.0,51.0,7.2,36.9,6.0
"Cape May, NJ",,,,,,,12.8,2.2,4.7,18.4,2.2,2.9,56.0,52.2,52.7,0.0
"Carbon, MT",,,,,,,50.0,16.9,0.0,14.7,3.1,2.6,46.0,26.6,50.5,
"Carbon, PA",,,,,,,31.4,8.5,,20.8,1.9,5.3,49.0,16.2,45.8,
"Carbon, UT",107.0,45.0,276135.0,4.5,29.5,20446.0,2.2,,70.5,28.0,0.4,,43.0,16.6,38.8,
"Carbon, WY",70.0,,220027.0,5.2,,14549.0,6.5,4.5,,9.7,,4.7,55.0,28.4,40.4,
"Caribou, ID",60.0,152.6,317549.0,6.1,92.0,7118.0,78.7,35.4,,25.5,2.8,,38.0,22.5,38.0,
"Carlisle, KY",52.0,2.9,143784.0,9.9,,4763.0,140.0,,100.0,0.0,,9.7,56.0,18.9,43.6,
"Carlton, MN",,,,,,,44.6,54.1,,21.7,2.5,4.5,55.0,11.7,41.7,
"Caroline, MD",,,,,,,12.9,0.5,11.5,22.8,1.6,,51.0,9.8,39.8,
"Caroline, VA",44.0,27.5,330482.0,2.1,,31541.0,23.1,,16.2,15.8,4.4,7.9,47.0,7.9,39.4,4.2
"Carroll, AR",68.0,,262423.0,3.9,24.3,28526.0,26.9,13.0,,18.8,2.2,,48.0,20.1,44.7,1.7
"Carroll, GA",52.0,30.8,292209.0,0.0,60.6,127098.0,30.2,5.2,17.0,25.4,7.5,5.0,34.0,8.4,35.8,6.7
"Carroll, IA",56.0,16.6,199169.0,5.9,42.7,20677.0,70.7,16.0,0.0,20.2,1.6,,41.0,7.9,41.8,0.2
"Carroll, IL",43.0,,145875.0,16.0,,15621.0,44.1,18.0,0.0,24.3,7.2,,63.0,20.9,44.9,
"Carroll, IN",40.0,23.0,224278.0,6.0,10.2,20443.0,59.1,9.8,66.6,28.5,2.2,5.6,50.0,15.8,42.9,
"Carroll, KY",48.0,,188032.0,8.1,,10878.0,10.0,12.8,100.0,36.3,1.5,,55.0,12.7,38.5,
"Carroll, MD",19.0,,494279.0,2.9,9.1,176639.0,99.3,25.4,11.8,21.7,4.8,3.7,54.0,3.9,40.9,4.7
"Carroll, MO",74.0,89.7,155750.0,5.6,,8459.0,37.9,0.0,,0.0,,,52.0,21.3,43.7,
"Carroll, MS",80.0,,178938.0,1.4,,9828.0,,,200.0,18.1,,,50.0,15.0,47.7,
"Carroll, NH",,,,,,,40.7,33.0,6.4,17.9,7.1,4.3,52.0,44.9,54.2,
"Carroll, OH",33.0,60.9,188491.0,8.0,,26731.0,17.0,24.6,0.0,34.1,,5.5,58.0,14.3,45.5,
"Carroll, TN",60.0,,171726.0,0.1,42.8,28461.0,64.8,8.0,,25.7,1.5,,41.0,14.1,41.6,
"Carroll, VA",54.0,20.6,164771.0,,,29158.0,23.3,5.1,,19.3,,,49.0,24.9,49.0,
"Carson City, NV",,,,,,,,23.7,7.1,26.6,7.1,3.7,46.0,5.0,42.1,4.5
"Carson, TX",49.0,32.4,166869.0,,58.8,5802.0,55.5,,,10.5,,8.0,39.0,17.5,42.3,
"Carter, KY",44.0,,155209.0,14.1,,26515.0,16.9,10.7,,17.3,,6.4,64.0,15.5,41.8,
"Carter, MO",94.0,31.4,184374.0,0.9,43.3,5269.0,44.1,29.1,,10.8,,,42.0,27.0,39.6,
"Carter, MT",,,,,,,300.0,0.0,,0.0,3.2,,35.0,25.0,56.7,
"Carter, OK",71.0,17.3,173207.0,,12.6,48255.0,,,52.9,19.1,,7.9,45.0,12.6,38.3,
"Carter, TN",51.0,18.6,234791.0,3.6,37.3,56462.0,72.6,8.9,18.3,34.1,0.1,6.0,45.0,13.5,45.8,
"Carteret, NC",64.0,0.0,468456.0,1.1,15.8,69615.0,34.8,5.7,0.0,19.6,0.1,4.9,48.0,34.7,50.4,4.1
"Carver, MN",,,,,,,16.8,11.5,6.6,18.0,7.2,3.8,48.0,2.1,40.3,11.2
"Cascade, MT",,,,,,,30.9,37.4,,19.5,3.9,4.4,54.0,8.7,39.1,2.2
"Casey, KY",101.0,29.9,142534.0,8.8,20.9,15951.0,,,150.0,13.3,0.9,,41.0,15.9,41.5,
"Cass, IA",50.0,8.7,149520.0,5.3,52.1,13115.0,158.3,13.7,50.0,21.6,,,42.0,9.5,44.0,
"Cass, IL",46.0,6.9,96252.0,6.3,,12826.0,37.9,14.2,100.0,13.3,1.2,,56.0,9.3,38.1,
"Cass, IN",44.0,15.7,164917.0,7.7,17.3,37703.0,79.4,10.9,,32.3,,,49.0,8.9,41.1,
"Cass, MI",52.0,1.9,258814.0,2.2,18.4,51606.0,50.4,9.5,,35.0,0.2,4.5,47.0,17.4,45.5,
"Cass, MN",,,,,,,49.2,40.8,,21.8,5.7,3.9,55.0,47.4,49.7,
"Cass, MO",50.0,34.2,325234.0,2.9,18.0,111732.0,26.6,11.8,12.0,18.5,6.4,4.8,45.0,5.9,41.5,11.2
"Cass, ND",,,,,,,0.6,13.7,,19.5,8.1,3.3,49.0,6.9,32.6,8.3
"Cass, NE",31.0,,296992.0,2.7,18.7,26963.0,17.9,13.1,,13.1,4.9,3.5,47.0,10.3,41.0,2.7
"Cass, TX",73.0,,155509.0,,56.9,28582.0,45.3,11.9,,22.2,,,35.0,15.6,43.8,
"Cassia, ID",50.0,,338690.0,1.3,61.7,25165.0,17.8,22.5,,16.6,6.5,5.7,38.0,8.3,33.1,3.5
"Castro, TX",68.0,161.5,126530.0,,31.3,7328.0,10.0,,50.0,0.0,,,28.0,19.7,34.9,
"Caswell, NC",54.0,92.8,195378.0,,,22689.0,,,,21.0,,,52.0,17.2,46.2,
"Catahoula, LA",128.0,133.9,102806.0,,2.4,8738.0,,10.3,,44.4,,,41.0,30.8,38.8,
"Catawba, NC",49.0,25.9,286961.0,2.4,48.8,164645.0,38.2,10.0,,27.7,3.7,6.8,41.0,8.4,42.4,7.4
"Catoosa, GA",51.0,9.0,290237.0,1.4,68.9,68910.0,52.1,1.7,,34.1,2.2,4.5,33.0,8.8,41.8,4.6
"Catron, NM",70.0,,201356.0,,,3685.0,15.6,2.7,,9.5,4.1,,52.0,50.6,62.6,
"Cattaraugus, NY",62.0,,151579.0,4.1,,75600.0,23.0,11.0,2.9,12.3,,3.9,58.0,20.0,42.5,
"Cavalier, ND",,,,,,,,0.0,100.0,0.0,,,51.0,27.2,47.1,
"Cayuga, NY",37.0,39.6,213448.0,4.4,,74485.0,28.8,13.7,5.5,15.6,,4.9,60.0,11.2,44.0,
"Cecil, MD",,,,,,,16.4,10.7,,21.3,2.7,4.3,57.0,7.5,41.2,4.3
"Cedar, IA",58.0,60.8,246045.0,6.3,33.8,18427.0,33.3,17.9,,20.6,,,45.0,8.4,43.8,0.2
"Cedar, MO",45.0,,207069.0,5.2,,14440.0,27.0,12.5,,19.5,3.6,,54.0,19.0,44.5,
"Cedar, NE",94.0,,224581.0,6.8,,8344.0,50.0,3.4,,18.1,,,49.0,12.4,41.9,
"Centre, PA",33.0,,345067.0,3.1,2.0,157795.0,30.4,9.9,8.3,18.6,,5.2,52.0,7.3,34.3,
"Cerro Gordo, IA",58.0,26.7,194985.0,4.2,22.2,42785.0,50.4,9.3,,18.7,,4.4,45.0,14.5,43.9,1.7
"Chaffee, CO",53.0,,690825.0,2.4,77.9,19876.0,42.1,25.5,,18.4,3.7,3.6,37.0,18.7,47.6,4.0
"Chambers, AL",54.0,,134357.0,2.9,6.1,34450.0,,,,36.0,1.8,8.5,48.0,18.3,41.5,
"Chambers, TX",42.0,,345063.0,2.4,15.8,49178.0,,7.5,24.3,22.9,22.0,5.4,46.0,8.7,35.3,18.6
"Champaign, IL",39.0,14.0,223178.0,5.2,,205644.0,8.1,8.4,,18.5,,5.2,62.0,7.1,30.9,2.7
"Champaign, OH",40.0,116.2,237372.0,4.8,,38772.0,,,,26.9,,,55.0,8.2,41.6,0.6
"Chariton, MO",59.0,,134857.0,,,7406.0,,,,0.0,,,51.0,30.0,45.2,
"Charles City, VA",31.0,,279378.0,3.8,,6686.0,14.2,23.0,,0.0,,4.8,59.0,9.8,52.6,
"Charles Mix, SD",59.0,,263658.0,4.9,52.8,9281.0,54.5,41.6,200.0,22.2,,,46.0,17.9,36.1,
